price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,HouseAge,Renovated,lat,BathRoom*Lat,BedRoom*Lat,long,sqft_living15,sqft_lot15
315000,6,2.75,2940,7350,1,0,0,3,8,1780,1160,36,0,47.3103,130.103325,283.8618,-122.339,2120,8236
213000,2,1,1000,10200,1,0,0,3,6,1000,0,53,0,47.5687,47.5687,95.1374,-121.899,1150,13702
475000,3,1.5,2480,5280,1.5,0,0,5,7,1620,860,67,0,47.5575,71.33625,142.6725,-122.303,2090,4800
1.03E+06,5,4,3760,28040,2,0,0,3,10,3760,0,31,0,47.6489,190.5956,238.2445,-122.183,3430,35096
416000,3,2,2220,94300,1,0,0,5,7,1640,580,39,0,47.3459,94.6918,142.0377,-121.95,2070,80100
410000,4,1,1970,4740,1.5,0,0,3,7,1670,300,111,1,47.6136,47.6136,190.4544,-122.303,1510,4740
800000,3,3.5,3830,221284,2,0,0,3,10,3530,300,21,0,47.7641,167.17435,143.2923,-122.023,2920,148539
472000,6,2.5,4410,14034,1,0,2,4,9,2350,2060,49,0,47.3376,118.344,284.0256,-122.324,2600,13988
225000,3,1.75,1430,8505,1,0,0,4,7,1430,0,46,0,47.3173,82.805275,141.9519,-122.319,1190,8640
210000,2,1,830,6000,1,0,0,3,6,830,0,74,0,47.5308,47.5308,95.0616,-122.376,830,4960
455000,2,1,1430,5000,1.5,0,0,2,7,1430,0,90,0,47.6727,47.6727,95.3454,-122.299,1450,3750
225000,3,1,1300,8316,1,0,0,4,6,1300,0,61,0,47.3221,47.3221,141.9663,-122.216,1260,8316
480000,2,1,1030,3060,1,0,2,4,7,790,240,96,0,47.6779,47.6779,95.3558,-122.353,1390,3060
363000,3,2.5,2740,11872,2,0,0,3,9,2740,0,25,0,47.3076,118.269,141.9228,-122.395,2570,10377
2.40E+06,4,2.5,3650,8354,1,1,4,3,9,1830,1820,14,0,47.6338,119.0845,190.5352,-122.072,3120,18841
181000,2,1.5,720,5120,1,0,0,3,6,720,0,61,0,47.5218,71.2827,95.0436,-122.357,1150,2566
250000,4,2,2010,7312,1,0,0,4,7,2010,0,39,0,47.2785,94.557,189.114,-122.213,2010,7650
481000,3,1.75,1560,3000,1,0,0,4,6,770,790,97,0,47.6846,83.44805,143.0538,-122.345,1390,3000
260000,3,2,1810,7209,1,0,0,4,7,1240,570,36,0,47.3656,94.7312,142.0968,-122.278,1750,7209
455000,4,2.5,3360,7685,2,0,0,3,9,3360,0,13,0,47.4369,118.59225,189.7476,-122.111,3060,6567
415000,3,2.25,1510,36224,2,0,0,3,8,1510,0,24,0,47.4616,106.7886,142.3848,-121.711,1730,36224
349500,3,1,1400,3538,1,0,0,3,7,800,600,62,0,47.5405,47.5405,142.6215,-122.27,1620,6331
245000,3,2.5,1730,7442,2,0,0,3,7,1730,0,27,0,47.3507,118.37675,142.0521,-122.178,1630,6458
592500,2,2,1420,9191,1.5,0,2,5,7,1420,0,86,0,47.6979,95.3958,95.3958,-122.32,1420,6816
385000,4,1.75,2360,7620,1,0,0,4,7,1180,1180,59,0,47.5278,83.17365,190.1112,-122.345,1910,7620
315000,3,1.75,1580,11455,1,0,0,4,7,1200,380,41,0,47.4756,83.0823,142.4268,-122.147,1550,10650
255000,3,1,1230,10170,1,0,0,3,7,1230,0,35,0,47.4437,47.4437,142.3311,-121.772,1380,10098
693000,4,2.5,2460,4425,2,0,0,3,8,2460,0,8,0,47.7048,119.262,190.8192,-122.109,2990,5659
780000,3,1,1660,4400,1.5,0,0,3,8,1460,200,103,0,47.6362,47.6362,142.9086,-122.302,1660,4400
237000,3,1.75,1270,8470,1,0,0,4,7,1270,0,54,0,47.4207,82.986225,142.2621,-122.29,1600,8470
525000,3,2.25,2100,40510,2,0,0,3,10,1320,780,35,0,47.6154,107.13465,142.8462,-122.047,2380,33450
425000,2,1,770,5040,1,0,0,3,5,770,0,85,0,47.5964,47.5964,95.1928,-122.299,1330,2580
369900,1,0.75,760,10079,1,1,4,5,5,760,0,78,0,47.4683,35.601225,47.4683,-122.438,1230,14267
290000,4,2.5,1700,7280,2,0,0,4,7,1700,0,26,0,47.4045,118.51125,189.618,-122.171,1950,7475
285000,3,1,1120,10701,1,0,0,3,7,1120,0,60,0,47.5544,47.5544,142.6632,-122.358,1130,6350
415000,2,1,1070,4500,1,0,0,3,7,1070,0,77,0,47.6802,47.6802,95.3604,-122.29,1320,4465
272500,3,2.5,2070,9900,1,0,0,3,8,1420,650,36,0,47.2988,118.247,141.8964,-122.371,2070,8250
2.90E+06,4,3.25,5050,20100,1.5,0,2,3,11,4750,300,33,1,47.6312,154.8014,190.5248,-122.223,3890,20060
1.37E+06,4,4.75,5310,57346,2,0,0,4,11,5310,0,25,0,47.7285,226.710375,190.914,-122.042,4180,47443
436000,2,1,1040,7538,1,0,0,4,7,1040,0,76,0,47.7107,47.7107,95.4214,-122.352,1440,7530
210000,3,1,1700,11390,1,0,0,4,7,1700,0,47,0,47.3271,47.3271,141.9813,-122.323,1350,8164
236000,3,1,1300,5898,1,0,0,3,7,1300,0,53,0,47.5053,47.5053,142.5159,-122.255,1320,7619
331000,3,1.75,1080,1306,1,0,0,3,7,580,500,60,1,47.6601,83.405175,142.9803,-122.4,1440,2225
365000,3,2.5,2653,4510,2,0,0,3,8,2653,0,9,0,47.4145,118.53625,142.2435,-122.166,2653,4927
450000,3,2,2290,16258,1,0,0,5,8,2290,0,55,0,47.4672,94.9344,142.4016,-122.165,1660,10530
770000,4,2.75,3820,26300,2,0,0,3,9,2850,970,0,0,47.7618,131.34495,191.0472,-122.261,1860,12136
455000,4,2.5,2210,49375,1,0,0,3,8,2210,0,18,0,47.3828,118.457,189.5312,-122.071,2670,49385
405000,3,1.75,2390,6000,1,0,0,3,6,1240,1150,107,0,47.5362,83.18835,142.6086,-122.268,2020,6000
304900,4,1.75,2600,11325,1,0,0,4,7,1610,990,45,0,47.3954,82.94195,189.5816,-122.206,1720,11088
170000,2,1,860,5265,1,0,0,3,6,860,0,84,0,47.5048,47.5048,95.0096,-122.272,1650,8775
2.05E+06,5,3,3830,8480,2,0,1,5,9,2630,1200,110,1,47.6166,142.8498,238.083,-122.287,3050,7556
780000,4,2.5,3500,7048,2,0,0,3,9,3500,0,9,0,47.6811,119.20275,190.7244,-122.025,3920,7864
330000,3,3,2420,13959,1,0,0,4,8,1740,680,27,0,47.7486,143.2458,143.2458,-122.23,2570,13300
370000,4,2.5,2720,8666,2,0,0,3,9,2720,0,22,0,47.3846,118.4615,189.5384,-122.169,2410,8100
467000,5,2.25,2500,13500,1,0,0,3,7,1850,650,35,0,47.7564,107.4519,238.782,-122.144,2300,9750
405000,3,1.75,1670,6720,1,0,0,3,7,1140,530,35,0,47.7198,83.50965,143.1594,-122.193,1670,7320
675000,5,2.25,2900,10300,1,0,0,3,8,1450,1450,29,0,47.5461,106.978725,237.7305,-122.151,2310,10300
500000,2,1,1640,14100,1,0,0,4,7,1140,500,60,0,47.5712,47.5712,95.1424,-122.143,1520,13527
389999,4,2.5,1890,15770,2,0,0,4,7,1890,0,46,0,47.4281,118.57025,189.7124,-122.343,2410,15256
630000,4,1.75,2950,9025,1,0,2,4,8,1780,1170,40,0,47.7128,83.4974,190.8512,-122.223,2120,9600
360000,4,2.5,2160,9528,2,0,0,3,9,2160,0,22,0,47.3341,118.33525,189.3364,-122.255,2280,9937
580000,4,3,3280,11060,2,0,0,3,8,2270,1010,28,0,47.5399,142.6197,190.1596,-122.181,2320,11004
550000,3,2,1970,4166,2,0,3,5,8,1270,700,85,0,47.5717,95.1434,142.7151,-122.375,2390,4166
879000,4,2.5,3360,22111,2,0,0,3,10,3360,0,20,0,47.5951,118.98775,190.3804,-122.017,3150,11374
265000,3,2,1320,8959,1,0,0,3,7,1320,0,21,0,47.3536,94.7072,142.0608,-122.144,1740,7316
446500,3,2.5,2650,7286,2,0,0,3,8,2650,0,25,0,47.5084,118.771,142.5252,-122.154,2400,7220
404000,3,1.5,2030,8880,1,0,0,3,7,1330,700,51,0,47.5586,71.3379,142.6758,-122.311,2140,5592
267500,3,1.75,1590,11914,1,0,2,3,7,1090,500,57,0,47.4427,83.024725,142.3281,-122.274,1630,9052
3.08E+06,4,5,4550,18641,1,1,4,3,10,2600,1950,12,0,47.6053,238.0265,190.4212,-122.077,4550,19508
335000,3,2.5,2440,7632,2,0,0,3,8,2440,0,16,0,47.3494,118.3735,142.0482,-122.301,2510,7903
576000,3,2.5,1940,9000,1,0,0,4,7,970,970,66,0,47.6933,119.23325,143.0799,-122.393,2190,7310
208633,3,2.5,2040,3810,2,0,0,3,8,2040,0,9,0,47.3537,118.38425,142.0611,-122,2370,4590
315000,3,2.25,2200,8750,1,0,0,4,7,1120,1080,51,0,47.476,106.821,142.428,-122.337,1460,10139
725000,3,1.75,1920,3300,1,0,0,4,8,960,960,102,0,47.6239,83.341825,142.8717,-122.298,1740,4000
550000,4,2.75,1800,7750,1,0,0,4,8,1400,400,50,0,47.7776,131.3884,191.1104,-122.384,1800,8275
610750,4,2.25,2180,7297,2,0,0,3,8,2180,0,30,0,47.6459,107.203275,190.5836,-122.058,2250,9781
550700,2,1,1010,5000,1.5,0,0,4,6,1010,0,107,0,47.6692,47.6692,95.3384,-122.297,1460,5000
665000,4,2.75,3320,10574,2,0,0,5,8,2220,1100,55,0,47.5376,130.7284,190.1504,-122.18,2720,8330
834000,4,2.5,2370,4000,1.5,0,2,5,8,1980,390,87,0,47.601,119.0025,190.404,-122.294,2440,5750
201000,5,1.75,1660,78408,1.5,0,0,3,6,1660,0,99,0,47.529,83.17575,237.645,-121.837,1660,78408
2.38E+06,5,2.5,3650,9050,2,0,4,5,10,3370,280,93,0,47.6345,119.08625,238.1725,-122.367,2880,5400
1.38E+06,4,3.25,4290,12103,1,0,3,3,11,2690,1600,17,0,47.5503,154.538475,190.2012,-122.102,3860,11244
1.40E+06,4,3.25,4290,12103,1,0,3,3,11,2690,1600,17,0,47.5503,154.538475,190.2012,-122.102,3860,11244
305000,4,2.25,1950,7700,1,0,0,3,8,1350,600,35,0,47.4441,106.749225,189.7764,-122.125,2150,7350
487000,3,2,2590,14052,1,0,0,5,8,1720,870,67,0,47.7357,95.4714,143.2071,-122.333,1570,8162
390000,3,2.5,1930,64904,1,0,0,4,8,1930,0,27,0,47.346,118.365,142.038,-122.157,2350,57500
548000,2,1,1470,3864,1,0,0,4,7,1170,300,98,0,47.6638,47.6638,95.3276,-122.345,1570,3864
268750,4,1,800,8775,1,0,0,3,6,800,0,71,0,47.48,47.48,189.92,-122.336,1310,8775
819900,5,2.75,3150,7119,2,0,0,3,9,3150,0,1,0,47.6759,131.108725,238.3795,-122.151,1560,8384
520000,3,2.25,2030,16200,2,0,0,3,8,2030,0,30,0,47.5162,106.91145,142.5486,-122.057,2660,17958
230000,3,2,1450,11204,1,0,0,3,7,1450,0,11,0,47.2639,94.5278,141.7917,-122.252,1520,9518
240000,3,1.75,1510,10248,1,0,0,3,7,1510,0,46,0,47.2929,82.762575,141.8787,-122.371,1510,9753
232000,2,1,1240,12092,1,0,0,3,6,960,280,92,1,47.4957,47.4957,94.9914,-122.352,1820,7460
240500,2,1,1240,12092,1,0,0,3,6,960,280,93,1,47.4957,47.4957,94.9914,-122.352,1820,7460
274975,3,2.5,3030,45004,2,0,0,3,9,3030,0,27,0,47.7721,119.43025,143.3163,-122.093,3080,35781
740000,4,2,2050,4400,1.5,0,0,4,9,2050,0,92,0,47.644,95.288,190.576,-122.319,2320,5500
186375,3,1,1000,7636,1,0,0,2,7,1000,0,63,0,47.472,47.472,142.416,-122.344,1150,7600
790000,3,2.25,2370,10289,1,0,0,4,9,1590,780,37,0,47.592,107.082,142.776,-122.166,2500,10004
880000,4,3.5,2800,6750,2,0,0,3,9,1890,910,63,1,47.669,166.8415,190.676,-122.275,2370,6120
279000,6,1.75,2240,11180,2,0,0,4,7,2240,0,60,0,47.42,82.985,284.52,-122.323,1590,7955
295000,3,2,1810,10530,1,0,2,3,8,1810,0,23,0,47.1913,94.3826,141.5739,-122.012,1910,10450
640000,2,1,1070,5000,1,0,0,3,7,1070,0,91,0,47.6666,47.6666,95.3332,-122.331,1710,5000
940000,4,2,2490,9525,2,0,0,5,9,2490,0,46,0,47.5639,95.1278,190.2556,-122.217,2770,9525
260000,4,2.5,1960,5238,2,0,0,3,7,1960,0,11,0,47.3483,118.37075,189.3932,-122.052,1800,5894
559900,3,2.75,2930,5569,1,0,0,3,9,1860,1070,10,0,47.7648,131.3532,143.2944,-122.164,2580,11045
791500,4,2,1510,3500,1.5,0,0,5,7,1510,0,103,0,47.6794,95.3588,190.7176,-122.357,1820,3750
265000,3,1.75,1420,8250,1,0,0,3,7,1420,0,60,0,47.7535,83.568625,143.2605,-122.354,1740,8000
245000,3,1.75,1740,11547,1,0,0,3,7,1740,0,61,0,47.4945,83.115375,142.4835,-122.22,880,78408
485000,4,1.75,2560,43995,2,0,0,4,7,2560,0,53,0,47.6945,83.465375,190.778,-122.093,2560,14764
684000,4,3.5,3040,8414,2,0,0,3,9,2420,620,4,0,47.5222,166.3277,190.0888,-122.157,3470,8066
425000,3,1.75,2500,6840,1,0,0,3,8,1300,1200,57,0,47.7222,83.51385,143.1666,-122.32,1580,8691
309600,4,1.75,1275,20000,1,0,0,4,6,1275,0,23,0,47.3796,82.9143,189.5184,-122.49,1660,20000
552250,4,2.5,2580,5823,2,0,0,3,8,2580,0,12,0,47.5374,118.8435,190.1496,-121.875,2380,5823
165000,4,1,1000,7134,1,0,0,3,6,1000,0,71,0,47.4897,47.4897,189.9588,-122.24,1020,7138
239900,4,1,1000,7134,1,0,0,3,6,1000,0,71,0,47.4897,47.4897,189.9588,-122.24,1020,7138
320000,2,1,1070,32633,1,0,0,4,6,1070,0,84,0,47.4716,47.4716,94.9432,-122.078,1360,32156
206600,3,2,1390,13464,1,0,0,4,7,1390,0,27,0,47.3581,94.7162,142.0743,-122.173,1720,12080
387000,4,1.75,2500,7690,1,0,0,3,7,1250,1250,42,0,47.7713,83.599775,191.0852,-122.307,2040,8646
299000,1,0.75,560,12120,1,0,0,3,4,560,0,47,0,47.675,35.75625,47.675,-121.854,1300,19207
855000,4,2.75,2270,10460,2,0,0,3,9,2270,0,49,0,47.5603,130.790825,190.2412,-122.222,2610,10180
315000,3,1,1900,14400,1,0,0,4,7,1300,600,61,0,47.4147,47.4147,142.2441,-122.337,1940,14400
437500,2,1,990,3120,1,0,2,5,7,790,200,107,0,47.68,47.68,95.36,-122.353,1930,3120
252000,4,1.5,1550,19800,1,0,0,4,7,1050,500,46,0,47.3117,70.96755,189.2468,-122.27,1640,22654
375000,4,1.75,2200,7475,1,0,0,5,7,1100,1100,59,0,47.543,83.20025,190.172,-122.28,1600,5766
300000,4,2.5,1910,4862,2,0,0,3,7,1910,0,9,0,47.3607,118.40175,189.4428,-122.034,2010,5091
420000,4,1,1750,9600,1.5,0,0,4,7,1750,0,60,0,47.5759,47.5759,190.3036,-122.137,1750,10530
900000,3,1,1330,77972,1,0,0,3,7,1330,0,86,1,47.6891,47.6891,143.0673,-122.159,1340,17689
679900,3,2.5,2440,5750,2,0,2,3,9,1980,460,14,0,47.565,118.9125,142.695,-122.381,1520,5750
463000,3,2.5,1640,29970,2,0,0,3,7,1640,0,22,0,47.6359,119.08975,142.9077,-121.974,1580,28399
380000,5,2.5,2760,11340,2,0,0,4,9,2760,0,36,0,47.4769,118.69225,237.3845,-122.141,2470,11340
329500,4,2.5,1820,7912,2,0,0,3,7,1820,0,20,0,47.3845,118.46125,189.538,-122.029,1820,8168
604950,3,2.5,2110,5608,1,0,0,3,8,1340,770,1,0,47.6743,119.18575,143.0229,-122.184,2040,9363
795000,5,2.5,3040,9570,1,0,2,4,8,1640,1400,48,0,47.5651,118.91275,237.8255,-122.164,2920,8800
465000,3,2,1840,40438,2,0,0,3,7,1840,0,21,0,47.4853,94.9706,142.4559,-121.709,1380,44049
673000,4,2.5,2990,10400,2,0,0,3,9,2990,0,13,0,47.4508,118.627,189.8032,-122.359,2140,17449
810000,4,2.5,3520,15420,2,0,0,3,10,3520,0,23,0,47.6375,119.09375,190.55,-122.016,3400,21455
785000,4,2.75,2440,69415,1,0,0,4,8,1910,530,26,0,47.5944,130.8846,190.3776,-122.042,2770,24361
338000,4,3,2090,7500,1,0,0,3,7,1370,720,28,0,47.4888,142.4664,189.9552,-122.182,1810,7650
280000,3,2.25,1430,7222,2,0,0,3,7,1430,0,21,0,47.5112,106.9002,142.5336,-122.19,1430,7220
315000,4,2.25,2180,10754,1,0,0,5,7,1100,1080,60,0,47.7711,107.484975,191.0844,-122.341,1810,6929
530000,4,2.25,2180,10754,1,0,0,5,7,1100,1080,61,0,47.7711,107.484975,191.0844,-122.341,1810,6929
380000,5,3,3450,9914,2,0,0,3,9,3450,0,10,0,47.2813,141.8439,236.4065,-122.345,2860,9721
297000,3,2.25,1450,7562,2,0,0,3,7,1450,0,20,0,47.5038,106.88355,142.5114,-122.189,1650,7625
730000,4,2.5,3230,7331,2,0,0,3,10,3230,0,10,0,47.5823,118.95575,190.3292,-121.97,3480,7447
450000,3,1.75,1640,13500,1,0,0,3,7,1110,530,74,0,47.7164,83.5037,143.1492,-122.304,1770,12600
275000,3,3,1590,7750,1,0,0,3,7,1060,530,17,0,47.3624,142.0872,142.0872,-122.045,1680,7500
595000,4,2,2020,2849,2,0,0,3,7,2020,0,55,0,47.6831,95.3662,190.7324,-122.329,1910,3120
435000,3,1.5,1300,3348,1.5,0,0,3,7,1300,0,111,1,47.592,71.388,142.776,-122.307,1590,2577
270000,2,1.5,1380,209959,1,0,0,1,6,1380,0,60,0,47.7461,71.61915,95.4922,-122.195,3130,19868
950000,3,3,4040,14338,2,0,0,3,10,3030,1010,28,0,47.7268,143.1804,143.1804,-122.06,3360,14142
389000,4,2.25,2130,5337,2,0,0,3,7,2130,0,14,0,47.7237,107.378325,190.8948,-121.959,2300,6930
560000,4,2.25,2550,7800,1,0,0,3,8,1580,970,47,0,47.6283,107.163675,190.5132,-122.095,2420,8050
1.35E+06,5,3.5,4800,14984,2,0,2,3,11,3480,1320,16,0,47.5543,166.44005,237.7715,-122.148,4050,19009
799000,4,2.25,2510,11585,2,0,0,4,8,2510,0,45,0,47.5483,106.983675,190.1932,-122.226,2450,9691
365500,3,2,1410,9600,1,0,0,4,7,1410,0,31,0,47.7591,95.5182,143.2773,-122.146,1410,9600
252350,3,2,1650,7352,1,0,0,3,7,1160,490,35,0,47.4612,94.9224,142.3836,-122.169,1710,7350
403950,4,2.5,2120,13780,2,0,0,3,8,2120,0,21,0,47.4987,118.74675,189.9948,-122.365,1880,12000
385000,4,1.5,2040,10726,1,0,0,3,7,1380,660,60,0,47.772,71.658,191.088,-122.358,1610,10020
345000,4,1,1550,7620,1.5,0,0,3,7,1550,0,57,0,47.5287,47.5287,190.1148,-122.35,1450,7620
490000,3,2.75,1980,3128,2,0,0,4,9,1980,0,35,0,47.6109,130.929975,142.8327,-122.114,1950,2856
330000,3,2.5,1600,26977,2,0,0,3,8,1600,0,9,0,47.7736,119.434,143.3208,-121.901,1790,27743
927000,4,2.75,3300,12090,2,0,0,3,8,3300,0,61,0,47.6294,130.98085,190.5176,-122.218,3180,12239
1.12E+06,4,2.5,3840,16619,2,0,1,4,10,3840,0,31,0,47.5634,118.9085,190.2536,-122.213,3600,16553
330000,2,1,1220,10000,1,0,0,5,7,1220,0,65,0,47.7405,47.7405,95.481,-122.241,2000,9600
530000,5,2.25,2720,8800,1,0,0,4,7,1500,1220,57,0,47.5976,107.0946,237.988,-122.118,2110,8800
365000,4,2,1940,25600,1,0,0,1,8,1940,0,52,0,47.5722,95.1444,190.2888,-122.129,2000,10071
378750,3,2.5,2160,3000,1.5,0,0,3,7,1260,900,105,1,47.5644,118.911,142.6932,-122.289,1060,3500
269900,4,1.75,1530,8750,1.5,0,0,4,7,1530,0,46,0,47.4556,83.0473,189.8224,-122.157,1390,8750
557000,3,3.5,1710,2096,2,0,0,3,8,1290,420,7,0,47.6055,166.61925,142.8165,-122.305,1630,1543
360000,4,1.75,3730,16980,1,0,0,4,7,2150,1580,40,0,47.1775,82.560625,188.71,-122.022,1880,16963
352000,2,1,940,5000,1,0,0,4,7,940,0,78,0,47.6879,47.6879,95.3758,-122.385,1560,4500
437000,3,2.5,1750,22357,2,0,0,3,8,1750,0,21,0,47.4807,118.70175,142.4421,-121.779,2430,22357
322500,4,2.5,1820,6753,2,0,0,3,7,1820,0,20,0,47.3845,118.46125,189.538,-122.032,1820,7107
650000,3,3.25,1510,2000,2,0,0,3,9,1330,180,13,0,47.5815,154.639875,142.7445,-122.402,1510,1352
450000,3,2,1290,1213,3,0,0,3,8,1290,0,13,0,47.6609,95.3218,142.9827,-122.344,1290,3235
278500,3,2,1570,5250,1,0,0,3,7,1570,0,17,0,47.3163,94.6326,141.9489,-122.188,1570,5250
364950,4,2.5,1930,6957,2,0,0,3,8,1930,0,20,0,47.4309,118.57725,189.7236,-122.191,2090,6996
840000,4,3.5,2840,40139,1,0,4,4,10,2840,0,28,0,47.401,165.9035,189.604,-122.026,3180,36852
268000,3,2.5,1550,8134,2,0,0,3,7,1550,0,24,0,47.404,118.51,142.212,-122.191,1550,8134
517534,2,1,833,143947,1,0,0,3,5,833,0,8,0,47.3889,47.3889,94.7778,-122.482,1380,143947
632925,3,2.5,2990,32239,2,0,0,4,8,2990,0,36,0,47.7718,119.4295,143.3154,-122.095,2990,36497
577500,3,2.5,2000,7251,2,0,0,3,9,2000,0,19,0,47.7067,119.26675,143.1201,-122.2,2450,8118
339000,4,1.5,2390,7480,1.5,0,2,3,7,2390,0,95,0,47.504,71.256,190.016,-122.227,2850,6867
570000,3,1.75,2910,37461,1,0,0,4,7,1530,1380,47,0,47.7015,83.477625,143.1045,-122.164,2520,18295
563500,4,1.75,2085,174240,1,0,0,3,7,1610,475,50,0,47.5753,83.256775,190.3012,-121.95,2690,174240
423000,4,2.25,2200,9351,1,0,0,5,7,1290,910,53,0,47.7448,107.4258,190.9792,-122.333,1910,8660
355000,3,2.25,1860,5028,2,0,0,3,8,1860,0,2,0,47.7318,107.39655,143.1954,-121.982,2320,5465
1.55E+06,5,4.25,6070,171626,2,0,0,3,12,6070,0,15,0,47.5954,202.28045,237.977,-121.95,4680,211267
482000,2,1,950,3960,1,0,0,3,7,950,0,73,0,47.6885,47.6885,95.377,-122.337,1320,4050
625000,3,1.75,1600,9135,1,0,0,5,7,1600,0,59,0,47.5724,83.2517,142.7172,-122.179,1580,9800
538000,3,2.5,2250,11632,2,0,0,3,8,2250,0,26,0,47.5272,118.818,142.5816,-122.169,2360,11632
380000,3,2.5,2280,10255,2,0,0,4,8,2280,0,30,0,47.4334,118.5835,142.3002,-122.161,2310,10094
375000,2,1,940,5120,1,0,0,3,7,940,0,105,0,47.6073,47.6073,95.2146,-122.308,1300,5120
245000,3,2.5,1530,8500,1,0,0,5,7,1030,500,19,0,47.3592,118.398,142.0776,-122.046,1850,8140
310000,5,1.75,2190,27260,1,0,0,4,7,2190,0,67,1,47.4546,83.04555,237.273,-122.337,1620,39480
1.30E+06,3,2,2350,15021,1,0,0,4,8,1770,580,39,0,47.6408,95.2816,142.9224,-122.219,3530,15715
397000,4,2,1440,7680,1,0,0,3,7,1200,240,43,0,47.7245,95.449,190.898,-122.2,1460,9660
365000,3,2.5,2200,4052,2,0,0,3,8,2200,0,10,0,47.4362,118.5905,142.3086,-122.178,2310,5082
328500,4,3,2290,8250,2,0,0,3,9,2290,0,24,0,47.3739,142.1217,189.4956,-122.156,2290,8250
988000,4,3,4040,19700,2,0,0,3,11,4040,0,27,0,47.7205,143.1615,190.882,-122.127,3930,21887
1.00E+06,4,2.5,2610,3277,1.5,0,0,5,8,1920,690,92,0,47.6636,119.159,190.6544,-122.33,1810,3277
237000,3,2.5,1490,2138,2,0,0,3,7,1490,0,9,0,47.4324,118.581,142.2972,-122.197,1490,2094
525000,4,2.5,2450,5280,2,0,0,3,8,2450,0,11,0,47.7734,119.4335,191.0936,-122.224,2300,4674
749000,4,2.5,1710,9627,1,0,0,3,9,1440,270,38,1,47.559,118.8975,190.236,-122.164,2140,9131
722500,5,2.5,4870,11800,2,0,0,3,10,3470,1400,31,0,47.633,119.0825,238.165,-122.041,3180,11398
843000,3,2.5,3130,8750,2,0,0,3,10,3130,0,24,0,47.6954,119.2385,143.0862,-122.103,2860,9003
438000,2,2,1270,1372,3,0,0,3,8,1270,0,14,0,47.6776,95.3552,95.3552,-122.318,1610,3090
578000,3,1.75,2120,10875,1,0,2,3,8,1540,580,37,0,47.504,83.132,142.512,-122.382,2460,11760
227950,3,1.5,1670,8230,1,0,0,5,7,1670,0,60,0,47.2613,70.89195,141.7839,-122.255,2077,4910
196000,3,2.25,2070,11576,2,0,0,3,7,2070,0,40,0,47.3417,106.518825,142.0251,-122.271,1890,7519
641000,2,1,1420,5332,1,0,0,3,8,1070,350,61,0,47.6694,47.6694,95.3388,-122.275,2400,5406
350000,3,1.5,1250,219978,1,0,0,4,6,1250,0,35,0,47.4056,71.1084,142.2168,-121.955,1930,210394
205000,3,1,940,7980,1,0,0,4,7,940,0,54,0,47.3838,47.3838,142.1514,-122.289,1150,8050
400000,3,1.75,1920,9102,1,0,0,3,7,1920,0,46,0,47.7487,83.560225,143.2461,-122.082,1920,9760
1.03E+06,3,2.5,3545,9816,1,0,0,3,10,2610,935,9,0,47.5534,118.8835,142.6602,-122.078,3630,7704
505000,3,2,1260,5460,1,0,0,3,7,1260,0,43,0,47.7355,95.471,143.2065,-122.18,1510,5460
475000,5,2.5,2340,7200,1,0,0,3,7,1300,1040,39,0,47.7206,119.3015,238.603,-122.211,1930,7221
520000,3,2.25,2590,9263,1,0,0,5,8,1440,1150,37,0,47.7691,107.480475,143.3073,-122.262,2580,9450
1.45E+06,3,4.5,3970,24920,2,0,2,3,10,3260,710,38,1,47.7183,214.73235,143.1549,-122.258,2610,13838
333500,3,1.75,1220,9732,1,0,0,3,7,1220,0,49,0,47.7736,83.6038,143.3208,-122.214,1630,10007
232000,3,1,1400,10403,1,0,0,4,6,1400,0,39,0,47.362,47.362,142.086,-122.029,1230,10209
691100,3,2.75,2360,16117,1,0,0,4,8,1710,650,32,0,47.5698,130.81695,142.7094,-122.121,2120,16117
811000,3,1.75,1870,9897,1,0,0,4,8,1870,0,54,0,47.5505,83.213375,142.6515,-122.221,1900,10005
551000,3,2.5,2830,5802,2,0,0,3,9,2830,0,13,0,47.7605,119.40125,143.2815,-122.234,2500,5788
496500,3,2.5,2260,3640,2,0,0,3,8,2260,0,21,0,47.7356,119.339,143.2068,-122.157,2350,3710
705000,3,3,1970,20978,2,1,3,4,9,1770,200,34,0,47.3844,142.1532,142.1532,-122.438,2280,75396
578000,4,2.5,3140,9225,1,0,2,5,9,1770,1370,48,0,47.4904,118.726,189.9616,-122.226,2460,9600
255000,3,1.75,1240,8659,1,0,0,5,7,1240,0,29,0,47.3663,82.891025,142.0989,-122.089,1490,8223
1.05E+06,4,3.5,3450,7832,2,0,0,3,10,3450,0,7,0,47.5637,166.47295,190.2548,-122.123,3220,8567
348000,3,2.25,2570,8491,2,0,0,4,8,2570,0,26,0,47.3759,106.595775,142.1277,-122.125,2400,8049
230000,3,2,1510,3413,2,0,0,3,7,1510,0,29,0,47.3912,94.7824,142.1736,-122.167,1570,3777
359500,4,2.25,2390,11250,2,0,0,3,9,2390,0,26,0,47.3305,106.493625,189.322,-122.371,2480,11250
330000,3,1,980,7000,1,0,0,3,6,980,0,61,0,47.7617,47.7617,143.2851,-122.357,1220,7000
80000,1,0.75,430,5050,1,0,0,2,4,430,0,102,0,47.6499,35.737425,47.6499,-121.909,1200,7500
